power,time,turbine
4467.0,01-01-2020 09:18,turbine2
1432.0,01-01-2020 09:18,turbine3
5487.0,01-01-2020 09:19,turbine1
8638.0,01-01-2020 09:19,turbine2
5903.0,01-01-2020 09:19,turbine3
4274.0,01-01-2020 09:20,turbine1
8071.0,01-01-2020 09:20,turbine2
4965.0,01-01-2020 09:20,turbine3
2472.0,01-01-2020 09:21,turbine1
4108.0,01-01-2020 09:21,turbine2
5960.0,01-01-2020 09:21,turbine3
5184.0,01-01-2020 09:22,turbine1
2290.0,01-01-2020 09:22,turbine2
1383.0,01-01-2020 09:22,turbine3
5613.0,01-01-2020 09:23,turbine1
684.0,01-01-2020 09:23,turbine2
455.0,01-01-2020 09:23,turbine3
5223.0,01-01-2020 09:24,turbine1
1907.0,01-01-2020 09:24,turbine2
3175.0,01-01-2020 09:24,turbine3
2322.0,01-01-2020 09:25,turbine1
7732.0,01-01-2020 09:25,turbine2
4315.0,01-01-2020 09:25,turbine3
445.0,01-01-2020 09:26,turbine1
1237.0,01-01-2020 09:26,turbine2
2781.0,01-01-2020 09:26,turbine3
8723.0,01-01-2020 09:27,turbine1
2060.0,01-01-2020 09:27,turbine2
8813.0,01-01-2020 09:27,turbine3
1244.0,01-01-2020 09:28,turbine1
6987.0,01-01-2020 09:28,turbine2
4941.0,01-01-2020 09:28,turbine3
5309.0,01-01-2020 09:29,turbine1
9021.0,01-01-2020 09:29,turbine2
5465.0,01-01-2020 09:29,turbine3
5380.0,01-01-2020 09:30,turbine1
9817.0,01-01-2020 09:30,turbine2
8901.0,01-01-2020 09:30,turbine3
6386.0,01-01-2020 09:31,turbine1
1805.0,01-01-2020 09:31,turbine2
2538.0,01-01-2020 09:31,turbine3
5205.0,01-01-2020 09:32,turbine1
8934.0,01-01-2020 09:32,turbine2
4186.0,01-01-2020 09:32,turbine3
6252.0,01-01-2020 09:33,turbine1
4490.0,01-01-2020 09:33,turbine2
1943.0,01-01-2020 09:33,turbine3
2066.0,01-01-2020 09:34,turbine1
2531.0,01-01-2020 09:34,turbine2
2134.0,01-01-2020 09:34,turbine3
200.0,01-01-2020 09:35,turbine1
3691.0,01-01-2020 09:35,turbine2
9507.0,01-01-2020 09:35,turbine3
4305.0,01-01-2020 09:36,turbine1
2878.0,01-01-2020 09:36,turbine2
2042.0,01-01-2020 09:36,turbine3
1184.0,01-01-2020 09:37,turbine1
7728.0,01-01-2020 09:37,turbine2
760.0,01-01-2020 09:37,turbine3
8863.0,01-01-2020 09:38,turbine1
687.0,01-01-2020 09:38,turbine2
4773.0,01-01-2020 09:38,turbine3
4727.0,01-01-2020 09:39,turbine1
5357.0,01-01-2020 09:39,turbine2
9582.0,01-01-2020 09:39,turbine3
6011.0,01-01-2020 09:40,turbine1
6807.0,01-01-2020 09:40,turbine2
9766.0,01-01-2020 09:40,turbine3
4340.0,01-01-2020 09:41,turbine1
1550.0,01-01-2020 09:41,turbine2
5966.0,01-01-2020 09:41,turbine3
2043.0,01-01-2020 09:42,turbine1
7760.0,01-01-2020 09:42,turbine2
2735.0,01-01-2020 09:42,turbine3
9716.0,01-01-2020 09:43,turbine1
3716.0,01-01-2020 09:43,turbine2
5560.0,01-01-2020 09:43,turbine3
8462.0,01-01-2020 09:44,turbine1
7538.0,01-01-2020 09:44,turbine2
2522.0,01-01-2020 09:44,turbine3
5087.0,01-01-2020 09:45,turbine1
1256.0,01-01-2020 09:45,turbine2
7043.0,01-01-2020 09:45,turbine3
1909.0,01-01-2020 09:46,turbine1
6173.0,01-01-2020 09:46,turbine2
899.0,01-01-2020 09:46,turbine3
7652.0,01-01-2020 09:47,turbine1
476.0,01-01-2020 09:47,turbine2
9975.0,01-01-2020 09:47,turbine3
8953.0,01-01-2020 09:48,turbine1
6681.0,01-01-2020 09:48,turbine2
245.0,01-01-2020 09:48,turbine3
4613.0,01-01-2020 09:49,turbine1
7762.0,01-01-2020 09:49,turbine2
2997.0,01-01-2020 09:49,turbine3
7140.0,01-01-2020 09:50,turbine1
9971.0,01-01-2020 09:50,turbine2
8961.0,01-01-2020 09:50,turbine3
354.0,01-01-2020 09:51,turbine1
3139.0,01-01-2020 09:51,turbine2
1330.0,01-01-2020 09:51,turbine3
91.0,01-01-2020 09:52,turbine1
129.0,01-01-2020 09:52,turbine2
3047.0,01-01-2020 09:52,turbine3
1141.0,01-01-2020 09:53,turbine1
8543.0,01-01-2020 09:53,turbine2
7964.0,01-01-2020 09:53,turbine3
760.0,01-01-2020 09:54,turbine1
7736.0,01-01-2020 09:54,turbine2
1956.0,01-01-2020 09:54,turbine3
816.0,01-01-2020 09:55,turbine1
7807.0,01-01-2020 09:55,turbine2
2930.0,01-01-2020 09:55,turbine3
9610.0,01-01-2020 09:56,turbine1
9.0,01-01-2020 09:56,turbine2
997.0,01-01-2020 09:56,turbine3
8904.0,01-01-2020 09:57,turbine1
1172.0,01-01-2020 09:57,turbine2
9878.0,01-01-2020 09:57,turbine3
9819.0,01-01-2020 09:58,turbine1
9900.0,01-01-2020 09:58,turbine2
4958.0,01-01-2020 09:58,turbine3
9400.0,01-01-2020 09:59,turbine1
6318.0,01-01-2020 09:59,turbine2
3135.0,01-01-2020 09:59,turbine3
8862.0,01-01-2020 10:00,turbine1
1052.0,01-01-2020 10:00,turbine2
8875.0,01-01-2020 10:00,turbine3
3644.0,01-01-2020 10:01,turbine1
471.0,01-01-2020 10:01,turbine2
2113.0,01-01-2020 10:01,turbine3
6662.0,01-01-2020 10:02,turbine1
8236.0,01-01-2020 10:02,turbine2
6803.0,01-01-2020 10:02,turbine3
3716.0,01-01-2020 10:03,turbine1
3597.0,01-01-2020 10:03,turbine2
114.0,01-01-2020 10:03,turbine3
3171.0,01-01-2020 10:04,turbine1
4676.0,01-01-2020 10:04,turbine2
4705.0,01-01-2020 10:04,turbine3
8988.0,01-01-2020 10:05,turbine1
617.0,01-01-2020 10:05,turbine2
4042.0,01-01-2020 10:05,turbine3
4634.0,01-01-2020 10:06,turbine1
6114.0,01-01-2020 10:06,turbine2
972.0,01-01-2020 10:06,turbine3
3588.0,01-01-2020 10:07,turbine1
1850.0,01-01-2020 10:07,turbine2
8215.0,01-01-2020 10:07,turbine3
253.0,01-01-2020 10:08,turbine1
3587.0,01-01-2020 10:08,turbine2
5373.0,01-01-2020 10:08,turbine3
9737.0,01-01-2020 10:09,turbine1
4558.0,01-01-2020 10:09,turbine2
4851.0,01-01-2020 10:09,turbine3
6065.0,01-01-2020 10:10,turbine1
822.0,01-01-2020 10:10,turbine2
3516.0,01-01-2020 10:10,turbine3
6527.0,01-01-2020 10:11,turbine1
7530.0,01-01-2020 10:11,turbine2
7805.0,01-01-2020 10:11,turbine3
5009.0,01-01-2020 10:12,turbine1
7745.0,01-01-2020 10:12,turbine2
3747.0,01-01-2020 10:12,turbine3
9590.0,01-01-2020 10:13,turbine1
8840.0,01-01-2020 10:13,turbine2
8551.0,01-01-2020 10:13,turbine3
4094.0,01-01-2020 10:14,turbine1
7442.0,01-01-2020 10:14,turbine2
3353.0,01-01-2020 10:14,turbine3
1047.0,01-01-2020 10:15,turbine1
6483.0,01-01-2020 10:15,turbine2
2634.0,01-01-2020 10:15,turbine3
4871.0,01-01-2020 10:16,turbine1
3612.0,01-01-2020 10:16,turbine2
8228.0,01-01-2020 10:16,turbine3
6197.0,01-01-2020 10:17,turbine1
6428.0,01-01-2020 10:17,turbine2
6649.0,01-01-2020 10:17,turbine3
5895.0,01-01-2020 10:18,turbine1
186.0,01-01-2020 10:18,turbine2
768.0,01-01-2020 10:18,turbine3
4606.0,01-01-2020 10:19,turbine1
984.0,01-01-2020 10:19,turbine2
5036.0,01-01-2020 10:19,turbine3
7093.0,01-01-2020 10:20,turbine1
7718.0,01-01-2020 10:20,turbine2
4687.0,01-01-2020 10:20,turbine3
3091.0,01-01-2020 10:21,turbine1
5943.0,01-01-2020 10:21,turbine2
8360.0,01-01-2020 10:21,turbine3
3474.0,01-01-2020 10:22,turbine1
7610.0,01-01-2020 10:22,turbine2
5386.0,01-01-2020 10:22,turbine3
9049.0,01-01-2020 10:23,turbine1
3242.0,01-01-2020 10:23,turbine2
4632.0,01-01-2020 10:23,turbine3
863.0,01-01-2020 10:24,turbine1
7594.0,01-01-2020 10:24,turbine2
5534.0,01-01-2020 10:24,turbine3
7323.0,01-01-2020 10:25,turbine1
7230.0,01-01-2020 10:25,turbine2
1203.0,01-01-2020 10:25,turbine3
5454.0,01-01-2020 10:26,turbine1
1777.0,01-01-2020 10:26,turbine2
928.0,01-01-2020 10:26,turbine3
6834.0,01-01-2020 10:27,turbine1
2004.0,01-01-2020 10:27,turbine2
4075.0,01-01-2020 10:27,turbine3
37.0,01-01-2020 10:28,turbine1
5018.0,01-01-2020 10:28,turbine2
4530.0,01-01-2020 10:28,turbine3
4006.0,01-01-2020 10:29,turbine1
4139.0,01-01-2020 10:29,turbine2
7880.0,01-01-2020 10:29,turbine3
9436.0,01-01-2020 10:30,turbine1
9292.0,01-01-2020 10:30,turbine2
3202.0,01-01-2020 10:30,turbine3
3435.0,01-01-2020 10:31,turbine1
3136.0,01-01-2020 10:31,turbine2
4477.0,01-01-2020 10:31,turbine3
44.0,01-01-2020 10:32,turbine1
8455.0,01-01-2020 10:32,turbine2
4632.0,01-01-2020 10:32,turbine3
3238.0,01-01-2020 10:33,turbine1
8942.0,01-01-2020 10:33,turbine2
6004.0,01-01-2020 10:33,turbine3
5617.0,01-01-2020 10:34,turbine1
944.0,01-01-2020 10:34,turbine2
7833.0,01-01-2020 10:34,turbine3
7558.0,01-01-2020 10:35,turbine1
7644.0,01-01-2020 10:35,turbine2
1984.0,01-01-2020 10:35,turbine3
9127.0,01-01-2020 10:36,turbine1
6750.0,01-01-2020 10:36,turbine2
6301.0,01-01-2020 10:36,turbine3
7694.0,01-01-2020 10:37,turbine1
0.0,01-01-2020 10:37,turbine2
435.0,01-01-2020 10:37,turbine3
236.0,01-01-2020 10:38,turbine1
1465.0,01-01-2020 10:38,turbine2
6164.0,01-01-2020 10:38,turbine3
5070.0,01-01-2020 10:39,turbine1
8017.0,01-01-2020 10:39,turbine2
769.0,01-01-2020 10:39,turbine3
318.0,01-01-2020 10:40,turbine1
2541.0,01-01-2020 10:40,turbine2
3692.0,01-01-2020 10:40,turbine3
7033.0,01-01-2020 10:41,turbine1
2509.0,01-01-2020 10:41,turbine2
112.0,01-01-2020 10:41,turbine3
3100.0,01-01-2020 10:42,turbine1
157.0,01-01-2020 10:42,turbine2
9083.0,01-01-2020 10:42,turbine3
572.0,01-01-2020 10:43,turbine1
936.0,01-01-2020 10:43,turbine2
9480.0,01-01-2020 10:43,turbine3
1941.0,01-01-2020 10:44,turbine1
288.0,01-01-2020 10:44,turbine2
2343.0,01-01-2020 10:44,turbine3
4581.0,01-01-2020 10:45,turbine1
358.0,01-01-2020 10:45,turbine2
594.0,01-01-2020 10:45,turbine3
2614.0,01-01-2020 10:46,turbine1
2869.0,01-01-2020 10:46,turbine2
55.0,01-01-2020 10:46,turbine3
7552.0,01-01-2020 10:47,turbine1
643.0,01-01-2020 10:47,turbine2
4618.0,01-01-2020 10:47,turbine3
23.0,01-01-2020 10:48,turbine1
2428.0,01-01-2020 10:48,turbine2
7338.0,01-01-2020 10:48,turbine3
1264.0,01-01-2020 10:49,turbine1
1836.0,01-01-2020 10:49,turbine2
6153.0,01-01-2020 10:49,turbine3
1271.0,01-01-2020 10:50,turbine1
6123.0,01-01-2020 10:50,turbine2
8373.0,01-01-2020 10:50,turbine3
5977.0,01-01-2020 10:51,turbine1
3790.0,01-01-2020 10:51,turbine2
6732.0,01-01-2020 10:51,turbine3
5430.0,01-01-2020 10:52,turbine1
5272.0,01-01-2020 10:52,turbine2
5272.0,01-01-2020 10:52,turbine3
7337.0,01-01-2020 10:53,turbine1
2432.0,01-01-2020 10:53,turbine2
103.0,01-01-2020 10:53,turbine3
4103.0,01-01-2020 10:54,turbine1
7124.0,01-01-2020 10:54,turbine2
8160.0,01-01-2020 10:54,turbine3
3605.0,01-01-2020 10:55,turbine1
8277.0,01-01-2020 10:55,turbine2
4137.0,01-01-2020 10:55,turbine3
5801.0,01-01-2020 10:56,turbine1
4258.0,01-01-2020 10:56,turbine2
5937.0,01-01-2020 10:56,turbine3
1303.0,01-01-2020 10:57,turbine1
9638.0,01-01-2020 10:57,turbine2
1176.0,01-01-2020 10:57,turbine3
1693.0,01-01-2020 10:58,turbine1
8019.0,01-01-2020 10:58,turbine2
6621.0,01-01-2020 10:58,turbine3
75.0,01-01-2020 10:59,turbine1
744.0,01-01-2020 10:59,turbine2
5215.0,01-01-2020 10:59,turbine3
4830.0,01-01-2020 11:00,turbine1
9183.0,01-01-2020 11:00,turbine2
6272.0,01-01-2020 11:00,turbine3
9305.0,01-01-2020 11:01,turbine1
3252.0,01-01-2020 11:01,turbine2
7610.0,01-01-2020 11:01,turbine3
2891.0,01-01-2020 11:02,turbine1
947.0,01-01-2020 11:02,turbine2
28.0,01-01-2020 11:02,turbine3
8189.0,01-01-2020 11:03,turbine1
3466.0,01-01-2020 11:03,turbine2
734.0,01-01-2020 11:03,turbine3
7495.0,01-01-2020 11:04,turbine1
7715.0,01-01-2020 11:04,turbine2
319.0,01-01-2020 11:04,turbine3
3831.0,01-01-2020 11:05,turbine1
6341.0,01-01-2020 11:05,turbine2
3910.0,01-01-2020 11:05,turbine3
8631.0,01-01-2020 11:06,turbine1
2841.0,01-01-2020 11:06,turbine2
1737.0,01-01-2020 11:06,turbine3
3427.0,01-01-2020 11:07,turbine1
9087.0,01-01-2020 11:07,turbine2
2190.0,01-01-2020 11:07,turbine3
9851.0,01-01-2020 11:08,turbine1
9699.0,01-01-2020 11:08,turbine2
2132.0,01-01-2020 11:08,turbine3
1774.0,01-01-2020 11:09,turbine1
8796.0,01-01-2020 11:09,turbine2
479.0,01-01-2020 11:09,turbine3
6195.0,01-01-2020 11:10,turbine1
922.0,01-01-2020 11:10,turbine2
2513.0,01-01-2020 11:10,turbine3
3254.0,01-01-2020 11:11,turbine1
2106.0,01-01-2020 11:11,turbine2
7612.0,01-01-2020 11:11,turbine3
2730.0,01-01-2020 11:12,turbine1
2231.0,01-01-2020 11:12,turbine2
7731.0,01-01-2020 11:12,turbine3
809.0,01-01-2020 11:13,turbine1
368.0,01-01-2020 11:13,turbine2
6359.0,01-01-2020 11:13,turbine3
9577.0,01-01-2020 11:14,turbine1
7038.0,01-01-2020 11:14,turbine2
8958.0,01-01-2020 11:14,turbine3
7217.0,01-01-2020 11:15,turbine1
9519.0,01-01-2020 11:15,turbine2
3211.0,01-01-2020 11:15,turbine3
2520.0,01-01-2020 11:16,turbine1
4457.0,01-01-2020 11:16,turbine2
1944.0,01-01-2020 11:16,turbine3
2467.0,01-01-2020 11:17,turbine1
1640.0,01-01-2020 11:17,turbine2
5739.0,01-01-2020 11:17,turbine3
3064.0,01-01-2020 11:18,turbine1
7531.0,01-01-2020 11:18,turbine2
1490.0,01-01-2020 11:18,turbine3
9263.0,01-01-2020 11:19,turbine1
9811.0,01-01-2020 11:19,turbine2
2182.0,01-01-2020 11:19,turbine3
2573.0,01-01-2020 11:20,turbine1
7796.0,01-01-2020 11:20,turbine2
9917.0,01-01-2020 11:20,turbine3
5756.0,01-01-2020 11:21,turbine1
6357.0,01-01-2020 11:21,turbine2
8804.0,01-01-2020 11:21,turbine3
589.0,01-01-2020 11:22,turbine1
1548.0,01-01-2020 11:22,turbine2
5360.0,01-01-2020 11:22,turbine3
7813.0,01-01-2020 11:23,turbine1
3518.0,01-01-2020 11:23,turbine2
9403.0,01-01-2020 11:23,turbine3
5160.0,01-01-2020 11:24,turbine1
5526.0,01-01-2020 11:24,turbine2
1172.0,01-01-2020 11:24,turbine3
339.0,01-01-2020 11:25,turbine1
7563.0,01-01-2020 11:25,turbine2
9338.0,01-01-2020 11:25,turbine3
3801.0,01-01-2020 11:26,turbine1
6324.0,01-01-2020 11:26,turbine2
82.0,01-01-2020 11:26,turbine3
5996.0,01-01-2020 11:27,turbine1
8916.0,01-01-2020 11:27,turbine2
8291.0,01-01-2020 11:27,turbine3
5086.0,01-01-2020 11:28,turbine1
7605.0,01-01-2020 11:28,turbine2
7590.0,01-01-2020 11:28,turbine3
6422.0,01-01-2020 11:29,turbine1
5069.0,01-01-2020 11:29,turbine2
5799.0,01-01-2020 11:29,turbine3
1773.0,01-01-2020 11:30,turbine1
4677.0,01-01-2020 11:30,turbine2
9064.0,01-01-2020 11:30,turbine3
7207.0,01-01-2020 11:31,turbine1
7076.0,01-01-2020 11:31,turbine2
6317.0,01-01-2020 11:31,turbine3
1066.0,01-01-2020 11:32,turbine1
1914.0,01-01-2020 11:32,turbine2
585.0,01-01-2020 11:32,turbine3
4990.0,01-01-2020 11:33,turbine1
3881.0,01-01-2020 11:33,turbine2
7305.0,01-01-2020 11:33,turbine3
8003.0,01-01-2020 11:34,turbine1
2417.0,01-01-2020 11:34,turbine2
9492.0,01-01-2020 11:34,turbine3
92.0,01-01-2020 11:35,turbine1
1528.0,01-01-2020 11:35,turbine2
8018.0,01-01-2020 11:35,turbine3
9956.0,01-01-2020 11:36,turbine1
6733.0,01-01-2020 11:36,turbine2
5410.0,01-01-2020 11:36,turbine3
9254.0,01-01-2020 11:37,turbine1
7365.0,01-01-2020 11:37,turbine2
7374.0,01-01-2020 11:37,turbine3
3626.0,01-01-2020 11:38,turbine1
3500.0,01-01-2020 11:38,turbine2
8601.0,01-01-2020 11:38,turbine3
8558.0,01-01-2020 11:39,turbine1
9612.0,01-01-2020 11:39,turbine2
5914.0,01-01-2020 11:39,turbine3
9664.0,01-01-2020 11:40,turbine1
2362.0,01-01-2020 11:40,turbine2
3810.0,01-01-2020 11:40,turbine3
3572.0,01-01-2020 11:41,turbine1
1150.0,01-01-2020 11:41,turbine2
2291.0,01-01-2020 11:41,turbine3
1694.0,01-01-2020 11:42,turbine1
8181.0,01-01-2020 11:42,turbine2
1943.0,01-01-2020 11:42,turbine3
661.0,01-01-2020 11:43,turbine1
6175.0,01-01-2020 11:43,turbine2
4744.0,01-01-2020 11:43,turbine3
657.0,01-01-2020 11:44,turbine1
4280.0,01-01-2020 11:44,turbine2
612.0,01-01-2020 11:44,turbine3
9329.0,01-01-2020 11:45,turbine1
1725.0,01-01-2020 11:45,turbine2
6351.0,01-01-2020 11:45,turbine3
25.0,01-01-2020 11:46,turbine1
7059.0,01-01-2020 11:46,turbine2
434.0,01-01-2020 11:46,turbine3
218.0,01-01-2020 11:47,turbine1
6807.0,01-01-2020 11:47,turbine2
97.0,01-01-2020 11:47,turbine3
862.0,01-01-2020 11:48,turbine1
3813.0,01-01-2020 11:48,turbine2
9732.0,01-01-2020 11:48,turbine3
146.0,01-01-2020 11:49,turbine1
1445.0,01-01-2020 11:49,turbine2
6310.0,01-01-2020 11:49,turbine3
3367.0,01-01-2020 11:50,turbine1
1936.0,01-01-2020 11:50,turbine2
3290.0,01-01-2020 11:50,turbine3
2362.0,01-01-2020 11:51,turbine1
2816.0,01-01-2020 11:51,turbine2
7477.0,01-01-2020 11:51,turbine3
4257.0,01-01-2020 11:52,turbine1
3653.0,01-01-2020 11:52,turbine2
7675.0,01-01-2020 11:52,turbine3
5913.0,01-01-2020 11:53,turbine1
479.0,01-01-2020 11:53,turbine2
7030.0,01-01-2020 11:53,turbine3
4757.0,01-01-2020 11:54,turbine1
8880.0,01-01-2020 11:54,turbine2
721.0,01-01-2020 11:54,turbine3
1998.0,01-01-2020 11:55,turbine1
3651.0,01-01-2020 11:55,turbine2
399.0,01-01-2020 11:55,turbine3
7216.0,01-01-2020 11:56,turbine1
7412.0,01-01-2020 11:56,turbine2
844.0,01-01-2020 11:56,turbine3
4755.0,01-01-2020 11:57,turbine1
5029.0,01-01-2020 11:57,turbine2
7300.0,01-01-2020 11:57,turbine3
7668.0,01-01-2020 11:58,turbine1
5079.0,01-01-2020 11:58,turbine2
6760.0,01-01-2020 11:58,turbine3
8923.0,01-01-2020 11:59,turbine1
5924.0,01-01-2020 11:59,turbine2
4234.0,01-01-2020 11:59,turbine3
5850.0,01-01-2020 12:00,turbine1
412.0,01-01-2020 12:00,turbine2
4413.0,01-01-2020 12:00,turbine3
5133.0,01-01-2020 12:01,turbine1
4528.0,01-01-2020 12:01,turbine2
468.0,01-01-2020 12:01,turbine3
1926.0,01-01-2020 12:02,turbine1
2503.0,01-01-2020 12:02,turbine2
3829.0,01-01-2020 12:02,turbine3
3560.0,01-01-2020 12:03,turbine1
1272.0,01-01-2020 12:03,turbine2
9005.0,01-01-2020 12:03,turbine3
1103.0,01-01-2020 12:04,turbine1
3311.0,01-01-2020 12:04,turbine2
2770.0,01-01-2020 12:04,turbine3
8875.0,01-01-2020 12:05,turbine1
9687.0,01-01-2020 12:05,turbine2
4132.0,01-01-2020 12:05,turbine3
4674.0,01-01-2020 12:06,turbine1
7384.0,01-01-2020 12:06,turbine2
1717.0,01-01-2020 12:06,turbine3
7958.0,01-01-2020 12:07,turbine1
4135.0,01-01-2020 12:07,turbine2
1819.0,01-01-2020 12:07,turbine3
2165.0,01-01-2020 12:08,turbine1
955.0,01-01-2020 12:08,turbine2
3849.0,01-01-2020 12:08,turbine3
9164.0,01-01-2020 12:09,turbine1
7659.0,01-01-2020 12:09,turbine2
9629.0,01-01-2020 12:09,turbine3
3944.0,01-01-2020 12:10,turbine1
8524.0,01-01-2020 12:10,turbine2
6789.0,01-01-2020 12:10,turbine3
7684.0,01-01-2020 12:11,turbine1
1670.0,01-01-2020 12:11,turbine2
9353.0,01-01-2020 12:11,turbine3
1704.0,01-01-2020 12:12,turbine1
5128.0,01-01-2020 12:12,turbine2
7745.0,01-01-2020 12:12,turbine3
4757.0,01-01-2020 12:13,turbine1
7884.0,01-01-2020 12:13,turbine2
4730.0,01-01-2020 12:13,turbine3
4857.0,01-01-2020 12:14,turbine1
6177.0,01-01-2020 12:14,turbine2
3994.0,01-01-2020 12:14,turbine3
4461.0,01-01-2020 12:15,turbine1
6446.0,01-01-2020 12:15,turbine2
1258.0,01-01-2020 12:15,turbine3
6249.0,01-01-2020 12:16,turbine1
3004.0,01-01-2020 12:16,turbine2
3015.0,01-01-2020 12:16,turbine3
2352.0,01-01-2020 12:17,turbine1
9942.0,01-01-2020 12:17,turbine2
4838.0,01-01-2020 12:17,turbine3
7719.0,01-01-2020 12:18,turbine1
5295.0,01-01-2020 12:18,turbine2
7617.0,01-01-2020 12:18,turbine3
5714.0,01-01-2020 12:19,turbine1
3668.0,01-01-2020 12:19,turbine2
6306.0,01-01-2020 12:19,turbine3
227.0,01-01-2020 12:20,turbine1
5986.0,01-01-2020 12:20,turbine2
4676.0,01-01-2020 12:20,turbine3
8127.0,01-01-2020 12:21,turbine1
6712.0,01-01-2020 12:21,turbine2
7346.0,01-01-2020 12:21,turbine3
882.0,01-01-2020 12:22,turbine1
1156.0,01-01-2020 12:22,turbine2
4896.0,01-01-2020 12:22,turbine3
2605.0,01-01-2020 12:23,turbine1
2763.0,01-01-2020 12:23,turbine2
4773.0,01-01-2020 12:23,turbine3
1019.0,01-01-2020 12:24,turbine1
1692.0,01-01-2020 12:24,turbine2
1120.0,01-01-2020 12:24,turbine3
752.0,01-01-2020 12:25,turbine1
8521.0,01-01-2020 12:25,turbine2
7654.0,01-01-2020 12:25,turbine3
1369.0,01-01-2020 12:26,turbine1
6397.0,01-01-2020 12:26,turbine2
5928.0,01-01-2020 12:26,turbine3
1941.0,01-01-2020 12:27,turbine1
7791.0,01-01-2020 12:27,turbine2
3259.0,01-01-2020 12:27,turbine3
6987.0,01-01-2020 12:28,turbine1
2970.0,01-01-2020 12:28,turbine2
3342.0,01-01-2020 12:28,turbine3
5414.0,01-01-2020 12:29,turbine1
9965.0,01-01-2020 12:29,turbine2
853.0,01-01-2020 12:29,turbine3
7860.0,01-01-2020 12:30,turbine1
2971.0,01-01-2020 12:30,turbine2
5371.0,01-01-2020 12:30,turbine3
7031.0,01-01-2020 12:31,turbine1
2180.0,01-01-2020 12:31,turbine2
6093.0,01-01-2020 12:31,turbine3
9990.0,01-01-2020 12:32,turbine1
875.0,01-01-2020 12:32,turbine2
742.0,01-01-2020 12:32,turbine3
3560.0,01-01-2020 12:33,turbine1
5194.0,01-01-2020 12:33,turbine2
4678.0,01-01-2020 12:33,turbine3
7421.0,01-01-2020 12:34,turbine1
5567.0,01-01-2020 12:34,turbine2
1153.0,01-01-2020 12:34,turbine3
4590.0,01-01-2020 12:35,turbine1
1400.0,01-01-2020 12:35,turbine2
7973.0,01-01-2020 12:35,turbine3
5971.0,01-01-2020 12:36,turbine1
1717.0,01-01-2020 12:36,turbine2
3875.0,01-01-2020 12:36,turbine3
4271.0,01-01-2020 12:37,turbine1
6026.0,01-01-2020 12:37,turbine2
9743.0,01-01-2020 12:37,turbine3
2557.0,01-01-2020 12:38,turbine1
7126.0,01-01-2020 12:38,turbine2
104.0,01-01-2020 12:38,turbine3
7027.0,01-01-2020 12:39,turbine1
7056.0,01-01-2020 12:39,turbine2
4118.0,01-01-2020 12:39,turbine3
7209.0,01-01-2020 12:40,turbine1
7858.0,01-01-2020 12:40,turbine2
2423.0,01-01-2020 12:40,turbine3
3419.0,01-01-2020 12:41,turbine1
3210.0,01-01-2020 12:41,turbine2
665.0,01-01-2020 12:41,turbine3
8998.0,01-01-2020 12:42,turbine1
6131.0,01-01-2020 12:42,turbine2
5489.0,01-01-2020 12:42,turbine3
5278.0,01-01-2020 12:43,turbine1
3259.0,01-01-2020 12:43,turbine2
2631.0,01-01-2020 12:43,turbine3
7952.0,01-01-2020 12:44,turbine1
4431.0,01-01-2020 12:44,turbine2
7446.0,01-01-2020 12:44,turbine3
6218.0,01-01-2020 12:45,turbine1
280.0,01-01-2020 12:45,turbine2
9752.0,01-01-2020 12:45,turbine3
7520.0,01-01-2020 12:46,turbine1
4158.0,01-01-2020 12:46,turbine2
2853.0,01-01-2020 12:46,turbine3
6110.0,01-01-2020 12:47,turbine1
8727.0,01-01-2020 12:47,turbine2
4646.0,01-01-2020 12:47,turbine3
7804.0,01-01-2020 12:48,turbine1
3513.0,01-01-2020 12:48,turbine2
1274.0,01-01-2020 12:48,turbine3
5689.0,01-01-2020 12:49,turbine1
1374.0,01-01-2020 12:49,turbine2
3952.0,01-01-2020 12:49,turbine3
6568.0,01-01-2020 12:50,turbine1
1209.0,01-01-2020 12:50,turbine2
7912.0,01-01-2020 12:50,turbine3
8702.0,01-01-2020 12:51,turbine1
5956.0,01-01-2020 12:51,turbine2
878.0,01-01-2020 12:51,turbine3
4275.0,01-01-2020 12:52,turbine1
7103.0,01-01-2020 12:52,turbine2
8441.0,01-01-2020 12:52,turbine3
2443.0,01-01-2020 12:53,turbine1
1409.0,01-01-2020 12:53,turbine2
3416.0,01-01-2020 12:53,turbine3
9642.0,01-01-2020 12:54,turbine1
7626.0,01-01-2020 12:54,turbine2
7301.0,01-01-2020 12:54,turbine3
9519.0,01-01-2020 12:55,turbine1
1539.0,01-01-2020 12:55,turbine2
1817.0,01-01-2020 12:55,turbine3
3082.0,01-01-2020 12:56,turbine1
765.0,01-01-2020 12:56,turbine2
1233.0,01-01-2020 12:56,turbine3
5086.0,01-01-2020 12:57,turbine1
9413.0,01-01-2020 12:57,turbine2
4392.0,01-01-2020 12:57,turbine3
6080.0,01-01-2020 12:58,turbine1
4527.0,01-01-2020 12:58,turbine2
4459.0,01-01-2020 12:58,turbine3
9476.0,01-01-2020 12:59,turbine1
5042.0,01-01-2020 12:59,turbine2
8702.0,01-01-2020 12:59,turbine3
4051.0,01-01-2020 13:00,turbine1
3956.0,01-01-2020 13:00,turbine2
9122.0,01-01-2020 13:00,turbine3
4252.0,01-01-2020 13:01,turbine1
230.0,01-01-2020 13:01,turbine2
